Cast Vote Record,Precinct,Ballot Style,1st Choice Council Member At Large Seat B City of Minnetonka,2nd Choice Council Member At Large Seat B City of Minnetonka,3rd Choice Council Member At Large Seat B City of Minnetonka
159814,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159815,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,undervote,undervote
159816,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Jim Hadley,undervote
159817,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,Daniel Kral,Stacy Cranbrook
159818,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Daniel Kral,Jim Hadley
159819,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,Stacy Cranbrook,undervote
159820,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,undervote,undervote
159821,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Jim Hadley,Daniel Kral
159822,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,undervote,undervote,undervote
159823,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
159824,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,Stacy Cranbrook,undervote
159825,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,undervote,undervote,undervote
159826,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,Jim Hadley,Jim Hadley
159827,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Jim Hadley,Kimberly Wilburn
159828,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,undervote
159829,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Daniel Kral,Jim Hadley
159830,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,undervote,undervote
159831,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159832,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
159833,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Kimberly Wilburn,undervote
159834,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Kimberly Wilburn,Ash Patel
159835,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Kimberly Wilburn,Ash Patel,
159836,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Jim Hadley,Jim Hadley,Jim Hadley
159837,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Daniel Kral,Jim Hadley
159838,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Stacy Cranbrook,Daniel Kral,Jim Hadley
159839,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Stacy Cranbrook,Kimberly Wilburn,undervote
159840,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Kimberly Wilburn,Ash Patel,undervote
159841,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159842,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,undervote,undervote,undervote
159843,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Kimberly Wilburn,Daniel Kral,Ash Patel
159844,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,undervote,undervote,undervote
159845,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Kimberly Wilburn,undervote
159846,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Jim Hadley,undervote
159847,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,undervote,undervote
159848,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159849,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,undervote,undervote
159850,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Jim Hadley,Ash Patel
159851,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
159852,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Jim Hadley,undervote,undervote
159853,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,undervote,undervote,undervote
159854,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,undervote,undervote
159855,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Jim Hadley,Stacy Cranbrook
159856,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Stacy Cranbrook,Daniel Kral,Jim Hadley
159857,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,Ash Patel,Jim Hadley
159858,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,Ash Patel,Stacy Cranbrook
159859,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,Stacy Cranbrook,Kimberly Wilburn
159860,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159861,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,undervote
159862,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159863,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159864,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Kimberly Wilburn,Stacy Cranbrook
159865,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,undervote,undervote
159866,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Daniel Kral,Daniel Kral
159867,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,undervote
159868,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Kimberly Wilburn,Jim Hadley
159869,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
159870,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
159871,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,undervote
159872,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Stacy Cranbrook,Jim Hadley
159873,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,Daniel Kral,Kimberly Wilburn
159874,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Jim Hadley,Ash Patel
159875,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,Daniel Kral,Daniel Kral
159876,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Kimberly Wilburn,Ash Patel,undervote
159877,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,undervote
159878,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,undervote,undervote
159879,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,Kimberly Wilburn,Stacy Cranbrook
159880,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159881,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Kimberly Wilburn,Kimberly Wilburn
159882,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Daniel Kral,Jim Hadley
159883,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
159884,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Daniel Kral,Stacy Cranbrook
159885,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Ash Patel,Kimberly Wilburn,undervote
159886,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,Kimberly Wilburn,Ash Patel
159887,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Daniel Kral,undervote
159888,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Ash Patel,Ash Patel
159889,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,undervote,undervote,undervote
159890,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Stacy Cranbrook,Ash Patel
159891,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
159892,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,Stacy Cranbrook,Kimberly Wilburn
159893,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Kimberly Wilburn,Daniel Kral
159894,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Kimberly Wilburn,undervote,undervote
159895,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,undervote
159896,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,Stacy Cranbrook
159897,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,Daniel Kral,Stacy Cranbrook
159898,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Daniel Kral,Jim Hadley,Stacy Cranbrook
159899,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Kimberly Wilburn,Ash Patel,undervote
159900,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Jim Hadley,Daniel Kral,Stacy Cranbrook
159901,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Stacy Cranbrook,Jim Hadley
159902,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,undervote,undervote
159903,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,undervote
159904,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Daniel Kral,Daniel Kral
159905,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Stacy Cranbrook,undervote
159906,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,Kimberly Wilburn,undervote,undervote
159907,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Stacy Cranbrook,Stacy Cranbrook
159908,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Daniel Kral,Jim Hadley
159909,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Kimberly Wilburn,Ash Patel,undervote
159910,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Daniel Kral,Jim Hadley
159911,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
159912,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,undervote,undervote
159913,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Kimberly Wilburn,undervote
159914,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Daniel Kral,Stacy Cranbrook,undervote
159915,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Ash Patel,Ash Patel,Ash Patel
159916,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Stacy Cranbrook,Daniel Kral,Jim Hadley
159917,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 276,Jim Hadley,Stacy Cranbrook,Daniel Kral
159918,MINNETONKA W-3 P-D,MINNETONKA W-3 P-D ISD 284,undervote,undervote,undervote
